Year,Sport,Discipline,Country,Gender,Medal
2004,Aquatics,Swimming,POL,Women,Silver
2004,Aquatics,Swimming,POL,Women,Gold
2004,Aquatics,Swimming,POL,Women,Silver
2004,Athletics,Athletics,POL,Men,Gold
2004,Athletics,Athletics,POL,Women,Bronze
2004,Canoe / Kayak,Canoe / Kayak F,POL,Women,Bronze
2004,Canoe / Kayak,Canoe / Kayak F,POL,Women,Bronze
2004,Fencing,Fencing,POL,Women,Bronze
2004,Rowing,Rowing,POL,Men,Gold
2004,Rowing,Rowing,POL,Men,Gold
2004,Sailing,Sailing,POL,Men,Bronze
2004,Weightlifting,Weightlifting,POL,Women,Bronze
2008,Athletics,Athletics,POL,Men,Silver
2008,Athletics,Athletics,POL,Men,Gold
2008,Canoe / Kayak,Canoe / Kayak F,POL,Women,Silver
2008,Canoe / Kayak,Canoe / Kayak F,POL,Women,Silver
2008,Cycling,Mountain Bike,POL,Women,Silver
2008,Fencing,Fencing,POL,Men,Silver
2008,Fencing,Fencing,POL,Men,Silver
2008,Fencing,Fencing,POL,Men,Silver
2008,Fencing,Fencing,POL,Men,Silver
2008,Gymnastics,Artistic G.,POL,Men,Gold
2008,Rowing,Rowing,POL,Men,Silver
2008,Rowing,Rowing,POL,Men,Silver
2008,Rowing,Rowing,POL,Men,Silver
2008,Rowing,Rowing,POL,Men,Silver
2008,Rowing,Rowing,POL,Men,Gold
2008,Rowing,Rowing,POL,Men,Gold
2008,Rowing,Rowing,POL,Men,Gold
2008,Rowing,Rowing,POL,Men,Gold
2008,Weightlifting,Weightlifting,POL,Men,Silver
2008,Wrestling,Wrestling Free.,POL,Women,Bronze
2012,Athletics,Athletics,POL,Women,Gold
2012,Athletics,Athletics,POL,Men,Gold
2012,Canoe,Canoe Sprint,POL,Women,Bronze
2012,Canoe,Canoe Sprint,POL,Women,Bronze
2012,Rowing,Rowing,POL,Women,Bronze
2012,Rowing,Rowing,POL,Women,Bronze
2012,Sailing,Sailing,POL,Men,Bronze
2012,Sailing,Sailing,POL,Women,Bronze
2012,Shooting,Shooting,POL,Women,Silver
2012,Weightlifting,Weightlifting,POL,Men,Bronze
2012,Weightlifting,Weightlifting,POL,Men,Gold
2012,Wrestling,Wrestling Freestyle,POL,Men,Bronze
1924,Equestrian,Jumping,POR,Men,Bronze
1924,Equestrian,Jumping,POR,Men,Bronze
1924,Equestrian,Jumping,POR,Men,Bronze
1936,Equestrian,Jumping,POR,Men,Bronze
1936,Equestrian,Jumping,POR,Men,Bronze
1936,Equestrian,Jumping,POR,Men,Bronze
1948,Equestrian,Dressage,POR,Men,Bronze
1948,Equestrian,Dressage,POR,Men,Bronze
1948,Equestrian,Dressage,POR,Men,Bronze
1948,Sailing,Sailing,POR,Men,Silver
1948,Sailing,Sailing,POR,Men,Silver
1952,Sailing,Sailing,POR,Men,Bronze
1952,Sailing,Sailing,POR,Men,Bronze
1960,Sailing,Sailing,POR,Men,Silver
1960,Sailing,Sailing,POR,Men,Silver
1976,Athletics,Athletics,POR,Men,Silver
1976,Shooting,Shooting,POR,Men,Silver
1984,Athletics,Athletics,POR,Men,Bronze
1984,Athletics,Athletics,POR,Men,Gold
1984,Athletics,Athletics,POR,Women,Bronze
1988,Athletics,Athletics,POR,Women,Gold
1996,Athletics,Athletics,POR,Women,Gold
1996,Sailing,Sailing,POR,Men,Bronze
1996,Sailing,Sailing,POR,Men,Bronze
2000,Athletics,Athletics,POR,Women,Bronze
2000,Judo,Judo,POR,Men,Bronze
2004,Athletics,Athletics,POR,Men,Silver
2004,Athletics,Athletics,POR,Men,Bronze
2004,Cycling,Cycling Road,POR,Men,Silver
2008,Athletics,Athletics,POR,Men,Gold
2008,Triathlon,Triathlon,POR,Women,Silver
2012,Canoe,Canoe Sprint,POR,Men,Silver
2012,Canoe,Canoe Sprint,POR,Men,Silver
1972,Boxing,Boxing,PRK,Men,Silver
1972,Judo,Judo,PRK,Men,Bronze
1972,Shooting,Shooting,PRK,Men,Gold
1972,Volleyball,Volleyball,PRK,Women,Bronze
1972,Volleyball,Volleyball,PRK,Women,Bronze
1972,Volleyball,Volleyball,PRK,Women,Bronze
1972,Volleyball,Volleyball,PRK,Women,Bronze
1972,Volleyball,Volleyball,PRK,Women,Bronze
1972,Volleyball,Volleyball,PRK,Women,Bronze
1972,Volleyball,Volleyball,PRK,Women,Bronze
1972,Volleyball,Volleyball,PRK,Women,Bronze
1972,Volleyball,Volleyball,PRK,Women,Bronze
1972,Volleyball,Volleyball,PRK,Women,Bronze
1972,Volleyball,Volleyball,PRK,Women,Bronze
1972,Wrestling,Wrestling Free.,PRK,Men,Bronze
1976,Boxing,Boxing,PRK,Men,Silver
1976,Boxing,Boxing,PRK,Men,Gold
1980,Boxing,Boxing,PRK,Men,Bronze
1980,Weightlifting,Weightlifting,PRK,Men,Bronze
1980,Weightlifting,Weightlifting,PRK,Men,Silver
1980,Wrestling,Wrestling Free.,PRK,Men,Silver
1980,Wrestling,Wrestling Free.,PRK,Men,Silver
1992,Boxing,Boxing,PRK,Men,Gold
1992,Boxing,Boxing,PRK,Men,Bronze
1992,Gymnastics,Artistic G.,PRK,Men,Gold
1992,Table Tennis,Table Tennis,PRK,Women,Bronze
1992,Table Tennis,Table Tennis,PRK,Women,Bronze
1992,Table Tennis,Table Tennis,PRK,Women,Bronze
1992,Weightlifting,Weightlifting,PRK,Men,Bronze
1992,Wrestling,Wrestling Free.,PRK,Men,Gold
1992,Wrestling,Wrestling Free.,PRK,Men,Gold
1992,Wrestling,Wrestling Free.,PRK,Men,Bronze
1996,Judo,Judo,PRK,Women,Gold
1996,Weightlifting,Weightlifting,PRK,Men,Silver
1996,Weightlifting,Weightlifting,PRK,Men,Bronze
1996,Wrestling,Wrestling Free.,PRK,Men,Gold
1996,Wrestling,Wrestling Free.,PRK,Men,Bronze
2000,Boxing,Boxing,PRK,Men,Bronze
2000,Judo,Judo,PRK,Women,Bronze
2000,Weightlifting,Weightlifting,PRK,Women,Silver
2000,Wrestling,Wrestling Gre-R,PRK,Men,Bronze
2004,Boxing,Boxing,PRK,Men,Silver
2004,Judo,Judo,PRK,Women,Silver
2004,Shooting,Shooting,PRK,Men,Bronze
2004,Table Tennis,Table Tennis,PRK,Women,Silver
2004,Weightlifting,Weightlifting,PRK,Women,Silver
2008,Gymnastics,Artistic G.,PRK,Women,Gold
2008,Judo,Judo,PRK,Women,Silver
2008,Judo,Judo,PRK,Women,Bronze
2008,Judo,Judo,PRK,Men,Bronze
2008,Weightlifting,Weightlifting,PRK,Women,Bronze
2008,Weightlifting,Weightlifting,PRK,Women,Gold
2012,Judo,Judo,PRK,Women,Gold
2012,Weightlifting,Weightlifting,PRK,Women,Bronze
2012,Weightlifting,Weightlifting,PRK,Men,Gold
2012,Weightlifting,Weightlifting,PRK,Men,Gold
2012,Weightlifting,Weightlifting,PRK,Women,Gold
2012,Wrestling,Wrestling Freestyle,PRK,Men,Bronze
1948,Boxing,Boxing,PUR,Men,Bronze
1976,Boxing,Boxing,PUR,Men,Bronze
1984,Boxing,Boxing,PUR,Men,Silver
1984,Boxing,Boxing,PUR,Men,Bronze
1992,Boxing,Boxing,PUR,Men,Bronze
1996,Boxing,Boxing,PUR,Men,Bronze
2012,Athletics,Athletics,PUR,Men,Bronze
2012,Wrestling,Wrestling Freestyle,PUR,Men,Silver
1992,Athletics,Athletics,QAT,Men,Bronze
2000,Weightlifting,Weightlifting,QAT,Men,Bronze
2012,Athletics,Athletics,QAT,Men,Bronze
2012,Shooting,Shooting,QAT,Men,Bronze
1924,Rugby,Rugby,ROU,Men,Bronze
1924,Rugby,Rugby,ROU,Men,Bronze
1924,Rugby,Rugby,ROU,Men,Bronze
1924,Rugby,Rugby,ROU,Men,Bronze
1924,Rugby,Rugby,ROU,Men,Bronze
1924,Rugby,Rugby,ROU,Men,Bronze
1924,Rugby,Rugby,ROU,Men,Bronze
1924,Rugby,Rugby,ROU,Men,Bronze
1924,Rugby,Rugby,ROU,Men,Bronze
1924,Rugby,Rugby,ROU,Men,Bronze
1924,Rugby,Rugby,ROU,Men,Bronze
1924,Rugby,Rugby,ROU,Men,Bronze
1924,Rugby,Rugby,ROU,Men,Bronze
1924,Rugby,Rugby,ROU,Men,Bronze
1924,Rugby,Rugby,ROU,Men,Bronze
1924,Rugby,Rugby,ROU,Men,Bronze
1924,Rugby,Rugby,ROU,Men,Bronze
1924,Rugby,Rugby,ROU,Men,Bronze
1924,Rugby,Rugby,ROU,Men,Bronze
1924,Rugby,Rugby,ROU,Men,Bronze
1924,Rugby,Rugby,ROU,Men,Bronze
1924,Rugby,Rugby,ROU,Men,Bronze
1924,Rugby,Rugby,ROU,Men,Bronze
1936,Equestrian,Jumping,ROU,Men,Silver
1936,Equestrian,Jumping,ROU,Men,Silver
1952,Boxing,Boxing,ROU,Men,Bronze
1952,Boxing,Boxing,ROU,Men,Silver
1952,Shooting,Shooting,ROU,Men,Bronze
1952,Shooting,Shooting,ROU,Men,Gold
1956,Boxing,Boxing,ROU,Men,Silver
1956,Boxing,Boxing,ROU,Men,Bronze
1956,Boxing,Boxing,ROU,Men,Gold
1956,Boxing,Boxing,ROU,Men,Silver
1956,Canoe / Kayak,Canoe / Kayak F,ROU,Men,Gold
1956,Canoe / Kayak,Canoe / Kayak F,ROU,Men,Gold
1956,Canoe / Kayak,Canoe / Kayak F,ROU,Men,Gold
1956,Canoe / Kayak,Canoe / Kayak F,ROU,Men,Gold
1956,Fencing,Fencing,ROU,Women,Silver
1956,Gymnastics,Artistic G.,ROU,Women,Bronze
1956,Gymnastics,Artistic G.,ROU,Women,Bronze
1956,Gymnastics,Artistic G.,ROU,Women,Bronze
1956,Gymnastics,Artistic G.,ROU,Women,Bronze
1956,Gymnastics,Artistic G.,ROU,Women,Bronze
1956,Gymnastics,Artistic G.,ROU,Women,Bronze
1956,Gymnastics,Artistic G.,ROU,Women,Bronze
1956,Shooting,Shooting,ROU,Men,Bronze
1956,Shooting,Shooting,ROU,Men,Gold
1956,Wrestling,Wrestling Gre-R,ROU,Men,Bronze
1960,Athletics,Athletics,ROU,Women,Bronze
1960,Athletics,Athletics,ROU,Women,Gold
1960,Boxing,Boxing,ROU,Men,Bronze
1960,Canoe / Kayak,Canoe / Kayak F,ROU,Men,Bronze
1960,Fencing,Fencing,ROU,Women,Bronze
1960,Gymnastics,Artistic G.,ROU,Women,Bronze
1960,Gymnastics,Artistic G.,ROU,Women,Bronze
1960,Gymnastics,Artistic G.,ROU,Women,Bronze
1960,Gymnastics,Artistic G.,ROU,Women,Bronze
1960,Gymnastics,Artistic G.,ROU,Women,Bronze
1960,Gymnastics,Artistic G.,ROU,Women,Bronze
1960,Shooting,Shooting,ROU,Men,Gold
1960,Wrestling,Wrestling Gre-R,ROU,Men,Gold
1960,Wrestling,Wrestling Gre-R,ROU,Men,Silver
1960,Wrestling,Wrestling Gre-R,ROU,Men,Bronze
1964,Athletics,Athletics,ROU,Women,Bronze
1964,Athletics,Athletics,ROU,Women,Gold
1964,Athletics,Athletics,ROU,Women,Gold
1964,Canoe / Kayak,Canoe / Kayak F,ROU,Men,Silver
1964,Canoe / Kayak,Canoe / Kayak F,ROU,Men,Bronze
1964,Canoe / Kayak,Canoe / Kayak F,ROU,Women,Silver
1964,Canoe / Kayak,Canoe / Kayak F,ROU,Women,Bronze
1964,Canoe / Kayak,Canoe / Kayak F,ROU,Women,Bronze
1964,Canoe / Kayak,Canoe / Kayak F,ROU,Men,Bronze
1964,Canoe / Kayak,Canoe / Kayak F,ROU,Men,Bronze
1964,Canoe / Kayak,Canoe / Kayak F,ROU,Men,Bronze
1964,Canoe / Kayak,Canoe / Kayak F,ROU,Men,Bronze
1964,Shooting,Shooting,ROU,Men,Silver
1964,Wrestling,Wrestling Gre-R,ROU,Men,Bronze
1964,Wrestling,Wrestling Gre-R,ROU,Men,Bronze
1964,Wrestling,Wrestling Gre-R,ROU,Men,Silver
1968,Athletics,Athletics,ROU,Women,Silver
1968,Athletics,Athletics,ROU,Women,Gold
1968,Athletics,Athletics,ROU,Women,Silver
1968,Athletics,Athletics,ROU,Women,Gold
1968,Boxing,Boxing,ROU,Men,Bronze
1968,Boxing,Boxing,ROU,Men,Silver
1968,Canoe / Kayak,Canoe / Kayak F,ROU,Men,Gold
1968,Canoe / Kayak,Canoe / Kayak F,ROU,Men,Gold
1968,Canoe / Kayak,Canoe / Kayak F,ROU,Women,Bronze
1968,Canoe / Kayak,Canoe / Kayak F,ROU,Men,Silver
1968,Canoe / Kayak,Canoe / Kayak F,ROU,Men,Silver
1968,Canoe / Kayak,Canoe / Kayak F,ROU,Men,Silver
1968,Canoe / Kayak,Canoe / Kayak F,ROU,Men,Silver
1968,Fencing,Fencing,ROU,Men,Gold
1968,Fencing,Fencing,ROU,Women,Bronze
1968,Fencing,Fencing,ROU,Women,Bronze
1968,Fencing,Fencing,ROU,Women,Bronze
1968,Fencing,Fencing,ROU,Women,Bronze
1968,Fencing,Fencing,ROU,Women,Bronze
1968,Shooting,Shooting,ROU,Men,Silver
1968,Wrestling,Wrestling Gre-R,ROU,Men,Silver
1968,Wrestling,Wrestling Gre-R,ROU,Men,Bronze
1968,Wrestling,Wrestling Gre-R,ROU,Men,Bronze
1972,Athletics,Athletics,ROU,Women,Silver
1972,Athletics,Athletics,ROU,Women,Silver
1972,Boxing,Boxing,ROU,Men,Silver
1972,Canoe / Kayak,Canoe / Kayak F,ROU,Men,Gold
1972,Canoe / Kayak,Canoe / Kayak F,ROU,Men,Silver
1972,Canoe / Kayak,Canoe / Kayak F,ROU,Men,Silver
1972,Canoe / Kayak,Canoe / Kayak F,ROU,Women,Bronze
1972,Canoe / Kayak,Canoe / Kayak F,ROU,Women,Bronze
1972,Canoe / Kayak,Canoe / Kayak F,ROU,Men,Silver
1972,Canoe / Kayak,Canoe / Kayak F,ROU,Men,Silver
1972,Canoe / Kayak,Canoe / Kayak F,ROU,Men,Silver
1972,Canoe / Kayak,Canoe / Kayak F,ROU,Men,Silver
1972,Fencing,Fencing,ROU,Women,Bronze
1972,Fencing,Fencing,ROU,Women,Bronze
1972,Fencing,Fencing,ROU,Women,Bronze
1972,Fencing,Fencing,ROU,Women,Bronze
1972,Handball,Handball,ROU,Men,Bronze
1972,Handball,Handball,ROU,Men,Bronze
1972,Handball,Handball,ROU,Men,Bronze
1972,Handball,Handball,ROU,Men,Bronze
1972,Handball,Handball,ROU,Men,Bronze
1972,Handball,Handball,ROU,Men,Bronze
1972,Handball,Handball,ROU,Men,Bronze
1972,Handball,Handball,ROU,Men,Bronze
1972,Handball,Handball,ROU,Men,Bronze
1972,Handball,Handball,ROU,Men,Bronze
1972,Handball,Handball,ROU,Men,Bronze
1972,Handball,Handball,ROU,Men,Bronze
1972,Handball,Handball,ROU,Men,Bronze
1972,Handball,Handball,ROU,Men,Bronze
1972,Handball,Handball,ROU,Men,Bronze
1972,Rowing,Rowing,ROU,Men,Bronze
1972,Rowing,Rowing,ROU,Men,Bronze
1972,Rowing,Rowing,ROU,Men,Bronze
1972,Shooting,Shooting,ROU,Men,Silver
1972,Shooting,Shooting,ROU,Men,Bronze
1972,Wrestling,Wrestling Free.,ROU,Men,Bronze
1972,Wrestling,Wrestling Gre-R,ROU,Men,Gold
1972,Wrestling,Wrestling Gre-R,ROU,Men,Bronze
1972,Wrestling,Wrestling Gre-R,ROU,Men,Gold
1976,Athletics,Athletics,ROU,Men,Bronze
1976,Boxing,Boxing,ROU,Men,Silver
1976,Boxing,Boxing,ROU,Men,Silver
1976,Boxing,Boxing,ROU,Men,Bronze
1976,Boxing,Boxing,ROU,Men,Bronze
1976,Boxing,Boxing,ROU,Men,Bronze
1976,Canoe / Kayak,Canoe / Kayak F,ROU,Men,Silver
1976,Canoe / Kayak,Canoe / Kayak F,ROU,Men,Silver
1976,Canoe / Kayak,Canoe / Kayak F,ROU,Men,Bronze
1976,Canoe / Kayak,Canoe / Kayak F,ROU,Men,Gold
1976,Canoe / Kayak,Canoe / Kayak F,ROU,Men,Bronze
1976,Canoe / Kayak,Canoe / Kayak F,ROU,Men,Bronze
1976,Fencing,Fencing,ROU,Men,Bronze
1976,Fencing,Fencing,ROU,Men,Bronze
1976,Fencing,Fencing,ROU,Men,Bronze
1976,Fencing,Fencing,ROU,Men,Bronze
1976,Fencing,Fencing,ROU,Men,Bronze
1976,Gymnastics,Artistic G.,ROU,Women,Bronze
1976,Gymnastics,Artistic G.,ROU,Women,Gold
1976,Gymnastics,Artistic G.,ROU,Women,Bronze
1976,Gymnastics,Artistic G.,ROU,Women,Gold
1976,Gymnastics,Artistic G.,ROU,Men,Bronze
1976,Gymnastics,Artistic G.,ROU,Women,Silver
1976,Gymnastics,Artistic G.,ROU,Women,Silver
1976,Gymnastics,Artistic G.,ROU,Women,Silver
1976,Gymnastics,Artistic G.,ROU,Women,Silver
1976,Gymnastics,Artistic G.,ROU,Women,Silver
1976,Gymnastics,Artistic G.,ROU,Women,Silver
1976,Gymnastics,Artistic G.,ROU,Women,Gold
1976,Gymnastics,Artistic G.,ROU,Women,Silver
1976,Handball,Handball,ROU,Men,Silver
1976,Handball,Handball,ROU,Men,Silver
1976,Handball,Handball,ROU,Men,Silver
1976,Handball,Handball,ROU,Men,Silver
1976,Handball,Handball,ROU,Men,Silver
1976,Handball,Handball,ROU,Men,Silver
1976,Handball,Handball,ROU,Men,Silver
1976,Handball,Handball,ROU,Men,Silver
1976,Handball,Handball,ROU,Men,Silver
1976,Handball,Handball,ROU,Men,Silver
1976,Handball,Handball,ROU,Men,Silver
1976,Handball,Handball,ROU,Men,Silver
1976,Handball,Handball,ROU,Men,Silver
1976,Handball,Handball,ROU,Men,Silver
1976,Rowing,Rowing,ROU,Women,Bronze
1976,Rowing,Rowing,ROU,Women,Bronze
1976,Rowing,Rowing,ROU,Women,Bronze
1976,Rowing,Rowing,ROU,Women,Bronze
1976,Rowing,Rowing,ROU,Women,Bronze
1976,Wrestling,Wrestling Free.,ROU,Men,Bronze
1976,Wrestling,Wrestling Free.,ROU,Men,Bronze
1976,Wrestling,Wrestling Gre-R,ROU,Men,Silver
1976,Wrestling,Wrestling Gre-R,ROU,Men,Bronze
1976,Wrestling,Wrestling Gre-R,ROU,Men,Silver
1976,Wrestling,Wrestling Gre-R,ROU,Men,Silver
1980,Boxing,Boxing,ROU,Men,Bronze
1980,Boxing,Boxing,ROU,Men,Bronze
1980,Canoe / Kayak,Canoe / Kayak F,ROU,Men,Gold
1980,Canoe / Kayak,Canoe / Kayak F,ROU,Men,Gold
1980,Canoe / Kayak,Canoe / Kayak F,ROU,Men,Silver
1980,Canoe / Kayak,Canoe / Kayak F,ROU,Men,Silver
1980,Canoe / Kayak,Canoe / Kayak F,ROU,Men,Bronze
1980,Canoe / Kayak,Canoe / Kayak F,ROU,Men,Bronze
1980,Canoe / Kayak,Canoe / Kayak F,ROU,Men,Silver
1980,Canoe / Kayak,Canoe / Kayak F,ROU,Men,Silver
1980,Canoe / Kayak,Canoe / Kayak F,ROU,Men,Silver
1980,Canoe / Kayak,Canoe / Kayak F,ROU,Men,Silver
1980,Equestrian,Dressage,ROU,Men,Bronze
